Song Year,album,artist,genre,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,mood,energy_level,positivity_level,Ratings
2016,Summer Bummer,Lana Del Rey,Hip Hop,Summer Bummer (feat. A$AP Rocky & Playboi Carti),0.0148,0.763,260672,0.573,9.93E-06,A#,0.189,-8.652,1,0.148,134.974,4,0.139,Cool,-1,-1,Good
2016,Wings,Vic Mensa,Hip Hop,Wings,0.152,0.646,242560,0.797,0,D,0.518,-5.483,0,0.267,80.549,4,0.602,Cool,-1,-1,Good
2016,Sway (feat. Quavo & Lil Yachty),NexXthursday,Hip Hop,Sway (feat. Quavo & Lil Yachty),0.112,0.896,244093,0.513,0,F,0.104,-6.542,1,0.199,133.973,4,0.296,Energizing,2,0,Good
2016,Get Mine,Bryson Tiller,Hip Hop,Get Mine,0.0578,0.646,213657,0.534,0,A#,0.12,-7.644,1,0.418,99.987,4,0.427,Cool,-1,-1,Good
2017,Run It (feat. TK Kravitz),Tre Da Kid,Hip Hop,Run It (feat. TK Kravitz),0.453,0.857,201009,0.492,0,D#,0.108,-8.116,0,0.374,134.093,4,0.239,Cool,-1,-1,Good
2017,Imperial,Denzel Curry,Hip Hop,Good Night,0.00319,0.765,236106,0.824,6.11E-05,G#,0.105,-3.408,0,0.19,113.992,4,0.52,Cool,-1,-1,Good
2017,Wish Me Well 2,YFN Lucci,Hip Hop,Key to the Streets,0.122,0.77,281987,0.691,0,D#,0.113,-5.448,0,0.111,140.052,4,0.292,Cool,-1,-1,Good
2017,Panda,Desiigner,Hip Hop,Panda,0.0235,0.72,247867,0.748,0,G,0.369,-5.522,0,0.393,145.22,4,0.246,Cool,-1,-1,Good
2017,No Limit,Usher,Hip Hop,No Limit,0.0794,0.717,228905,0.516,0,G,0.164,-6.466,0,0.0601,127.026,4,0.258,Cool,-1,-1,Good
2017,Best Of 50 Cent,50 Cent,Hip Hop,In Da Club,0.243,0.899,193547,0.613,0,D#,0.0658,-5.927,0,0.407,90.059,4,0.761,Cool,-1,-1,Good
2017,Fin,Syd,Hip Hop,All About Me,0.146,0.366,211067,0.614,0.00265,F,0.0791,-9.163,1,0.175,177.84,3,0.627,Cool,-1,-1,Good
2017,Everybody,Logic,Hip Hop,Everybody,0.139,0.882,162373,0.937,0,A#,0.0717,-5.937,1,0.0901,110,4,0.774,Cool,-1,-1,Good
2017,The Imitation Game (Original Motion Picture Soundtrack),Alexandre Desplat,Gaming,The Imitation Game,0.438,0.318,157027,0.308,0.889,D,0.109,-13.676,0,0.0285,103.925,4,0.0592,Romantic,-1,1,Good
2017,The Last Samurai: Original Motion Picture Score,The Last Samurai,Gaming,Idyll's End,0.819,0.151,400773,0.121,0.67,E,0.134,-21.785,0,0.0367,104.617,4,0.0612,Romantic,-1,1,Good
2017,The Greatest Video Game Music,Greg Edmonson,Gaming,Uncharted - Drake's Fortune: Nate’s Theme,0.925,0.199,112710,0.16,0.948,D#,0.137,-15.826,1,0.036,114.581,3,0.0391,Romantic,-1,1,Good
2017,Game Of Thrones (Music from the HBO® Series) Season 3,Ramin Djawadi,Gaming,A Lannister Always Pays His Debts,0.552,0.288,170560,0.288,0.952,B,0.171,-16.518,0,0.0402,86.393,4,0.0963,Romantic,-1,1,Good
2017,Halo 3: Original Soundtrack,Martin O'Donnell,Gaming,Never Forget,0.968,0.0956,187680,0.0724,0.87,C,0.101,-22.319,1,0.038,85.743,3,0.0384,Romantic,-1,1,Good
2017,Harry Potter And The Half-Blood Prince - Original Soundtrack,Nicholas Hooper,Gaming,"Dumbledore's Farewell (""Harry Potter & The Half-Blood Prince"")",0.353,0.13,142253,0.0641,0.883,F#,0.181,-21.991,0,0.0477,65.35,3,0.0357,Romantic,-1,1,Good
2017,Armageddon - Original Motion Picture Score,Trevor Rabin,Gaming,Launch,0.12,0.0914,471867,0.428,0.905,A,0.0712,-11.269,1,0.0497,68.564,4,0.0567,Romantic,-1,1,Good
2017,Lynyrd Skynyrd Greatest Hits,Lynyrd Skynyrd,Gaming,Sweet Home Alabama,0.0915,0.609,284413,0.661,0.000482,E,0.254,-9.549,1,0.0252,97.93,4,0.892,Empowering,0,1,Very Good
2017,The Definitive Collection,Rick James,Gaming,Super Freak - Pt. 1,0.154,0.831,204213,0.688,0,F#,0.0877,-9.27,0,0.0681,132.464,4,0.924,Energizing,2,0,Very Good
2017,Saturday Night Fever [The Original Movie Soundtrack],Bee Gees,Gaming,Stayin' Alive - 2007 Remastered Version Saturday Night Fever,0.0291,0.704,285373,0.834,0.00492,G,0.147,-7.131,0,0.0358,103.555,4,0.923,Romantic,-1,1,Very Good
2017,A Night At The Opera (2011 Remaster),Queen,Gaming,Bohemian Rhapsody - Remastered 2011,0.271,0.414,354320,0.404,0,A,0.3,-9.928,0,0.0499,71.105,4,0.224,Lively,1,2,Very Good
2017,Time Pieces: The Best Of Eric Clapton,Derek & The Dominos,Gaming,Layla,0.494,0.411,426173,0.76,0.549,A#,0.277,-10.193,1,0.0597,115.509,4,0.481,Cool,-1,-1,Very Good
2017,"Before the Storm, Special Edition",Darude,Gaming,Sandstorm,0.141,0.528,225493,0.965,0.985,G#,0.0797,-7.984,0,0.0465,136.065,4,0.587,Energizing,2,0,Very Good
2017,"Bigger, Better, Faster, More !",4 Non Blondes,Gaming,What's Up?,0.16,0.561,295493,0.555,0,G#,0.114,-9.734,0,0.0287,134.369,4,0.497,Empowering,0,1,Very Good
2017,Number Ones,Stevie Wonder,Gaming,Superstition - Single Version,0.0172,0.642,244827,0.735,0.000733,F,0.0391,-8.866,1,0.0806,99.682,4,0.864,Energizing,2,0,Very Good
2017,Rhythm of Youth,Men Without Hats,Gaming,The Safety Dance (Video Version) - Bonus Track,0.0197,0.572,166920,0.837,0,D,0.163,-7.876,1,0.0367,100.343,4,0.627,Empowering,0,1,Very Good
2017,Singles (Remastered),New Order,Gaming,Blue Monday - 2016 Remastered Version,0.000726,0.793,450800,0.703,0.88,A,0.075,-9.548,1,0.0581,130.27,4,0.856,Energizing,2,0,Very Good
2017,Violent Femmes,Violent Femmes,Gaming,Blister in the Sun - 2002 Remastered Version,0.219,0.701,144333,0.261,0,A,0.0821,-19.846,1,0.0938,97.042,4,0.89,Cool,-1,-1,Very Good
2017,The Captain And Me,The Doobie Brothers,Gaming,Long Train Runnin',0.0916,0.575,207267,0.912,0.00211,E,0.0562,-7.275,0,0.0393,117.399,4,0.843,Cool,-1,-1,Very Good
2017,Sublime (Explicit Version),Sublime,Gaming,What I Got,0.0172,0.795,171067,0.706,0.000384,E,0.326,-7.494,1,0.101,95.593,4,0.623,Cool,-1,-1,Very Good
2017,The Best Of Cutting Crew,Cutting Crew,Gaming,(I Just) Died in Your Arms,0.0119,0.632,278627,0.727,7.64E-05,G#,0.0678,-11.209,0,0.0438,124.919,4,0.499,Empowering,0,1,Very Good
2017,The Gift Of Game,Crazy Town,Gaming,Butterfly,0.00132,0.736,216733,0.811,0.000142,F#,0.107,-4.17,0,0.081,103.502,4,0.609,Energizing,2,0,Very Good
2017,Burning Down The House / I Get Wild/Wild Gravity [Digital 45],Talking Heads,Gaming,Burning Down The House (45 Version),0.00644,0.779,241920,0.87,0.0107,D,0.0399,-13.141,0,0.0574,102.689,4,0.555,Energizing,2,0,Very Good
2017,Monstercat 007 - Solace,Feint,Gaming,Time Bomb (feat. Veela),0.00049,0.335,211644,0.811,0.0231,G#,0.178,-4.911,1,0.0339,175.015,4,0.222,Energizing,2,0,Very Good
2017,Years,Alesso,Gaming,Years - ラジオ・エディット,0.00234,0.37,195480,0.823,1.91E-06,B,0.174,-6.245,1,0.0805,128.008,4,0.323,Cool,-1,-1,Very Good
2017,Clarity,Zedd,Gaming,Clarity,0.0371,0.514,271427,0.776,0,F,0.0735,-3.393,1,0.0783,127.975,4,0.21,Romantic,-1,1,Very Good
2017,Bangarang EP,Skrillex,Gaming,Kyoto (feat. Sirah),0.0012,0.605,200787,0.92,0.000596,C#,0.483,-2.298,0,0.0713,174.974,4,0.219,Aggressive,2,-2,Very Good
2017,4x4=12,deadmau5,Gaming,Animal Rights,0.000179,0.976,375049,0.406,0.17,G#,0.676,-6.962,0,0.288,128.015,4,0.387,Aggressive,2,-2,Very Good
2017,Blow The Roof,Flux Pavilion,Gaming,Starlight,0.00349,0.501,250952,0.869,0.161,A#,0.0578,-5.113,0,0.0296,140.006,4,0.067,Aggressive,2,-2,Very Good
2017,4x4=12,deadmau5,Gaming,Some Chords,6.42E-05,0.786,444141,0.427,0.537,A#,0.0732,-8.015,1,0.0669,128.005,4,0.42,Energizing,2,0,Very Good
2017,La La La,Naughty Boy,Gaming,La La La,0.123,0.748,220779,0.685,0,D#,0.113,-4.39,0,0.0314,125.041,4,0.269,Energizing,2,0,Very Good
2017,No Mercy,T.I.,Gaming,That's All She Wrote (feat. Eminem),0.0328,0.496,318360,0.785,0,E,0.0941,-3.472,1,0.306,170.02,4,0.357,Cool,-1,-1,Very Good
2017,Get Wet,Krewella,Gaming,Live for the Night,0.0138,0.499,206480,0.843,0,D#,0.124,-2.224,1,0.113,127.932,4,0.533,Energizing,2,0,Very Good
2017,Sunlight (2011),Modestep,Gaming,Sunlight,0.000289,0.359,230120,0.822,1.21E-05,A,0.148,-5.447,1,0.115,139.416,4,0.395,Aggressive,2,-2,Very Good
2017,Injustice / Affliction,Sabre,Gaming,Injustice,0.00911,0.535,341322,0.91,0.561,B,0.163,-6.298,0,0.0583,84.807,4,0.506,Energizing,2,0,Very Good
2017,Disc-Overy,Tinie Tempah,Gaming,Wonderman - feat. Ellie Goulding,0.178,0.619,219080,0.745,0,G#,0.202,-4.801,0,0.13,91.969,4,0.532,Energizing,2,0,Very Good
2017,Burn,Ellie Goulding,Gaming,Burn,0.302,0.558,231212,0.778,0,G,0.101,-4.793,0,0.0459,86.93,4,0.339,Energizing,2,0,Very Good
2017,"Urban by Nature, Sound Design by DJ Ravin",Phonique,Gaming,Feel what you want - Feat. Rebecca,0.0327,0.854,361973,0.662,0.0637,F#,0.101,-10.617,0,0.0629,121.998,4,0.409,Energizing,2,0,Very Good
2017,Monstercat 009 - Reunion,Feint,Gaming,Fury,0.000735,0.415,231728,0.955,0.876,D,0.218,-3.538,0,0.0903,174.087,4,0.143,Aggressive,2,-2,Very Good
2017,I Could Be The One [Avicii vs Nicky Romero],Avicii,Gaming,I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim / Radio Edit,0.332,0.509,208316,0.79,6.67E-05,D#,0.316,-3.782,0,0.0374,127.946,4,0.638,Aggressive,2,-2,Very Good
2017,La Musica [The Trumpeter] (feat. Lovelle),Ray Foxx,Gaming,La Musica [The Trumpeter] - feat. Lovelle [Radio Edit],0.0562,0.758,186748,0.747,0.00179,A#,0.16,-4.772,1,0.071,128.106,4,0.677,Aggressive,2,-2,Very Good
2017,Club Tracks In Bm (10a) World Edition 1,PH Electro,Gaming,Englishman In New York (Radio Edit),0.0081,0.442,171914,0.868,0,G#,0.331,-4.555,0,0.0564,125.855,4,0.37,Energizing,2,0,Very Good
2017,Atmosphere (Radio Edit) - Single,Kaskade,Gaming,Atmosphere (Radio Edit),0.0215,0.589,231440,0.76,3.85E-06,C,0.074,-4.622,1,0.0403,122.967,4,0.448,Romantic,-1,1,Very Good
2017,Atmosphere,Kaskade,Gaming,Last Chance,0.0632,0.416,258293,0.848,0.0172,C,0.105,-4.688,0,0.0596,127.905,4,0.165,Empowering,0,1,Very Good
2017,Tomorrowland 2012_02,Martin Solveig,Gaming,The Night Out - A-Trak vs. Martin Rework,0.00237,0.545,232510,0.928,1.66E-06,A#,0.338,-3.358,0,0.135,127.985,4,0.617,Energizing,2,0,Very Good
2017,Rewind,Emma Hewitt,Gaming,Rewind - Mikkas Remix,0.000783,0.654,362091,0.901,0.729,A#,0.206,-5.645,1,0.0929,127.995,4,0.188,Energizing,2,0,Very Good
2017,Damaged,Antillas,Gaming,Damaged - Radio Mix,0.084,0.599,197813,0.656,0,G#,0.146,-5.047,0,0.0552,130.063,4,0.353,Energizing,2,0,Very Good
2017,Feint EP1,Feint,Gaming,Reprise - Original Mix,1.21E-05,0.274,246861,0.868,0.815,E,0.201,-7.955,1,0.0332,175.084,4,0.212,Lively,1,2,Very Good
2017,Nobody's Perfect,Jessie J,Gaming,Nobody's Perfect - Netsky Full Vocal Remix,0.000982,0.601,295840,0.746,0.000105,E,0.0922,-8.097,0,0.0415,86.505,4,0.172,Energizing,2,0,Very Good
2017,The Dead Symphonic EP,Zomboy,Gaming,Nuclear (Hands Up),0.00526,0.499,316209,0.969,0.000681,C#,0.0832,-1.074,0,0.0649,174.019,4,0.526,Aggressive,2,-2,Very Good
2017,Play Hard EP,Krewella,Gaming,Alive,0.00413,0.663,290760,0.822,0.00318,F#,0.234,-2.909,1,0.0557,128.002,4,0.567,Energizing,2,0,Very Good
2017,Jar Of Hearts,Dash Berlin,Gaming,Jar Of Hearts - Official Radio Edit,0.157,0.52,191225,0.755,2.14E-05,C,0.216,-5.102,1,0.0481,127.912,4,0.107,Empowering,0,1,Very Good
2017,"Armada Deep House Selection, Vol. 1 (The Finest Deep House Tunes)",Tube & Berger,Gaming,Come On Now (Set It Off),0.0805,0.789,185156,0.79,0.00012,G,0.0507,-6.984,0,0.035,121.994,4,0.626,Energizing,2,0,Very Good
2017,Stay The Night,Zedd,Gaming,Stay The Night - featuring Hayley Williams of Paramore,0.101,0.607,217080,0.74,0,F,0.0924,-3.116,1,0.0387,127.955,4,0.474,Empowering,0,1,Very Good
2017,Falling Down feat. Kenzie May,Sub Focus,Gaming,Falling Down - xKore Remix,0.00084,0.564,292768,0.812,0.00333,A#,0.258,-6.975,1,0.0518,174.926,4,0.115,Aggressive,2,-2,Very Good
2017,Ten Feet Tall,Afrojack,Gaming,Ten Feet Tall,0.0337,0.523,233353,0.862,0,A,0.14,-3.451,1,0.0658,126.984,4,0.353,Empowering,0,1,Very Good
2017,What If I Go?,Mura Masa,Gaming,What If I Go? - Single Version,0.354,0.737,200550,0.616,0,E,0.307,-7.314,1,0.312,100.459,4,0.88,Cool,-1,-1,Very Good
2017,Oh Wonder,Oh Wonder,Gaming,Technicolour Beat,0.639,0.533,180120,0.362,5.59E-05,D,0.0855,-10.409,0,0.0321,65.035,4,0.0739,Melancholy,-2,-1,Very Good
2017,Dawn,RY X,Gaming,Berlin,0.962,0.398,174172,0.0662,0.186,E,0.107,-20.412,1,0.0388,136.92,4,0.0391,Melancholy,-2,-1,Very Good
2017,Begin,LION BABE,Gaming,Jump Hi,0.000226,0.553,178560,0.811,0.000145,G,0.0914,-5.356,0,0.0864,93.028,4,0.575,Energizing,2,0,Excellent
2017,99 Cents,Santigold,Gaming,Walking In A Circle,0.438,0.654,236267,0.455,3.74E-06,F,0.0878,-9.714,1,0.0378,112.993,4,0.16,Cool,-1,-1,Excellent
2017,One in a Million,Midnight To Monaco,Gaming,One in a Million,0.447,0.51,234703,0.499,0,G,0.0618,-9.115,0,0.0339,77.986,4,0.437,Energizing,2,0,Excellent
2017,Love Again,Ta-ku,Gaming,Love Again,0.063,0.513,316339,0.327,0.000253,A,0.117,-8.798,0,0.0346,78.412,4,0.146,Melancholy,-2,-1,Excellent
2017,Give It All,Foals,Gaming,Give It All - Bondax Remix,0.0283,0.788,264425,0.627,0.00785,C#,0.112,-7.114,0,0.0556,118.006,4,0.447,Cool,-1,-1,Excellent
2017,Roll Up Your Sleeves,Meg Mac,Gaming,Roll Up Your Sleeves,0.426,0.597,185059,0.526,0.0393,E,0.116,-6.825,1,0.0286,79.015,4,0.396,Empowering,0,1,Excellent
2017,The Song They Play Every Night,Little Green Cars,Gaming,The Song They Play Every Night,0.408,0.512,224960,0.563,0.0262,C#,0.153,-11.8,0,0.0309,79.888,4,0.636,Melancholy,-2,-1,Excellent
2017,Black Dignity,Sampa the Great,Gaming,Black Dignity,0.616,0.459,197139,0.424,0.00957,G#,0.151,-9.609,0,0.533,35.868,4,0.641,Cool,-1,-1,Excellent
2017,Overgrown,James Blake,Gaming,Retrograde,0.869,0.324,223600,0.256,0.078,E,0.134,-11.229,0,0.042,77.906,4,0.182,Melancholy,-2,-1,Excellent
2017,Fall Into The Light,Fink,Gaming,Fall Into The Light,0.843,0.36,298670,0.515,0.24,G#,0.131,-15.086,0,0.0308,87.685,3,0.378,Sentimental,-2,0,Excellent
2017,FOVERE,TOKiMONSTA,Gaming,Giving Up (feat. Jonny Pierce),0.253,0.539,228148,0.842,3.22E-06,A#,0.139,-5.413,1,0.0432,161.933,4,0.251,Energizing,2,0,Excellent
2017,Oh Wonder,Oh Wonder,Gaming,Lose It,0.739,0.433,229935,0.336,4.88E-06,B,0.318,-9.345,0,0.0433,87.554,4,0.157,Melancholy,-2,-1,Excellent
2017,"i hate u, i love u (feat. olivia o'brien)",gnash,Gaming,"i hate u, i love u (feat. olivia o'brien)",0.727,0.5,226558,0.268,0,D#,0.104,-13.59,0,0.235,92.056,4,0.187,Cool,-1,-1,Excellent
2017,Realise,Carmada,Gaming,On Fire,0.0302,0.486,230507,0.744,6.68E-05,E,0.0914,-6.082,0,0.356,94.965,4,0.402,Energizing,2,0,Excellent
2017,Quiet Achiever,Yeo,Gaming,Quiet Achiever,0.105,0.49,214347,0.605,0.00275,A#,0.391,-8.595,1,0.176,94.914,4,0.358,Cool,-1,-1,Excellent
2017,Graduation,Kanye West,Gaming,Stronger,0.00728,0.625,311867,0.726,0,G,0.318,-7.731,0,0.155,103.98,4,0.483,Cool,-1,-1,Excellent
2017,Views,Drake,Gaming,Pop Style,0.187,0.718,212947,0.458,3.43E-06,C#,0.105,-10.024,0,0.117,132.998,4,0.0514,Cool,-1,-1,Excellent
2017,Islah (Deluxe),Kevin Gates,Gaming,2 Phones,0.157,0.895,240000,0.681,0,E,0.189,-5.267,0,0.358,121.918,4,0.554,Cool,-1,-1,Excellent
2017,So Far Gone,Drake,Gaming,Best I Ever Had,0.219,0.427,257760,0.861,0,A#,0.277,-4.874,1,0.376,161.776,4,0.581,Cool,-1,-1,Excellent
2017,The Pinkprint (Deluxe),Nicki Minaj,Gaming,Only,0.409,0.67,312027,0.485,0,F,0.0973,-7.272,0,0.737,119.886,4,0.242,Cool,-1,-1,Excellent
2017,Tha Smokin' Nephew,Baby Bash,Gaming,Suga Suga,0.657,0.701,239027,0.75,3.13E-06,D,0.0845,-3.191,0,0.274,82.531,4,0.515,Cool,-1,-1,Excellent
2017,Vanilla Ice Is Back! - Hip Hop Classics,Vanilla Ice,Gaming,Ice Ice Baby,0.0023,0.978,254467,0.787,4.60E-06,B,0.102,-2.79,1,0.0394,116.006,4,0.597,Energizing,2,0,Excellent
2017,What A Time To Be Alive,Drake,Gaming,Jumpman,0.0565,0.853,205879,0.547,0,A#,0.341,-7.535,1,0.194,142.065,4,0.676,Cool,-1,-1,Excellent
2017,24K Magic,Bruno Mars,Gaming,That's What I Like,0.013,0.853,206693,0.56,0,A#,0.0944,-4.961,1,0.0406,134.066,4,0.86,Energizing,2,0,Excellent
2017,SremmLife,Rae Sremmurd,Gaming,This Could Be Us,0.275,0.718,206307,0.692,0,D,0.118,-5.06,0,0.148,142.992,4,0.721,Energizing,2,0,Excellent
2017,The Massacre,50 Cent,Gaming,Candy Shop,0.0305,0.609,208533,0.588,0.000142,E,0.369,-7.992,1,0.481,128.763,5,0.797,Cool,-1,-1,Excellent
2017,Oops!... I Did It Again,Britney Spears,Gaming,Oops!...I Did It Again,0.3,0.751,211160,0.834,1.77E-05,A#,0.355,-5.444,0,0.0437,95.053,4,0.894,Energizing,2,0,Excellent
2017,Survivor,Destiny's Child,Gaming,Bootylicious,0.00281,0.84,207907,0.835,1.11E-06,A#,0.152,-4.386,0,0.275,103.376,4,0.637,Energizing,2,0,Excellent
2017,iSpy,KYLE,Gaming,iSpy,0.378,0.746,253107,0.653,0,E,0.229,-6.745,1,0.289,75.016,4,0.672,Energizing,2,0,Excellent
2017,Doll Domination,The Pussycat Dolls,Gaming,When I Grow Up,0.00164,0.675,245680,0.693,0,G#,0.38,-5.682,0,0.0514,118.423,4,0.353,Energizing,2,0,Excellent
2017,Uber Everywhere,MadeinTYO,Gaming,Uber Everywhere,0.0542,0.779,153429,0.455,0,A#,0.177,-15.025,1,0.28,140.181,4,0.197,Cool,-1,-1,Excellent
2017,OOOUUU,Young M.A,Gaming,OOOUUU,0.533,0.64,234526,0.819,0,E,0.156,-4.108,1,0.455,166.012,4,0.623,Energizing,2,0,Excellent
2017,Caroline,Aminé,Gaming,Caroline,0.303,0.945,209747,0.394,0,G,0.131,-8.571,1,0.492,120.058,4,0.743,Energizing,2,0,Excellent
2018,Summer Sampler,Rich Homie Quan,Gaming,"Flex (Ooh, Ooh, Ooh)",0.038,0.728,176675,0.62,0,B,0.342,-7.533,1,0.0434,81.998,4,0.885,Energizing,2,0,Excellent
2018,Nellyville,Nelly,Gaming,Hot In Herre,0.218,0.965,228227,0.736,0,F#,0.0595,-5.005,0,0.144,107.07,4,0.921,Energizing,2,0,Excellent
2018,Sorry For Party Rocking (Deluxe Version),LMFAO,Gaming,Sexy And I Know It,0.115,0.698,199480,0.875,0,E,0.166,-4.164,1,0.322,129.986,4,0.734,Aggressive,2,-2,Excellent
2018,FutureSex/LoveSounds,Justin Timberlake,Gaming,SexyBack,0.0584,0.967,242733,0.583,0,E,0.0519,-5.562,0,0.0789,117,4,0.964,Cool,-1,-1,Excellent
2018,Mail On Sunday,Flo Rida,Gaming,Low (feat T-Pain),0.0928,0.918,231400,0.609,0,G,0.139,-5.64,0,0.0791,128.008,4,0.304,Cool,-1,-1,Excellent
2018,Confessions,Usher,Gaming,Yeah!,0.0183,0.894,250373,0.791,0,B,0.0388,-4.699,1,0.112,105.018,4,0.583,Cool,-1,-1,Excellent
2018,Late Registration,Kanye West,Gaming,Gold Digger,0.0192,0.646,207401,0.696,0,A#,0.0762,-5.572,0,0.342,92.88,4,0.625,Aggressive,2,-2,Excellent
2018,Reflection (Deluxe),Fifth Harmony,Gaming,BO$$,0.00621,0.813,171413,0.872,0,F#,0.0498,-5.224,1,0.107,103.016,4,0.736,Energizing,2,0,Excellent
2018,Pink Friday ... Roman Reloaded (Deluxe),Nicki Minaj,Gaming,Beez In The Trap,0.0199,0.821,268493,0.789,0.00114,A#,0.0943,-5.998,1,0.209,150.027,4,0.66,Cool,-1,-1,Excellent
2018,BEYONCÉ [Platinum Edition],Beyoncé,Gaming,Partition,0.0296,0.412,319467,0.441,0.0726,G#,0.306,-11.523,0,0.291,185.571,4,0.174,Cool,-1,-1,Excellent
2018,Believe,Justin Bieber,Gaming,Boyfriend,0.0269,0.711,171333,0.554,0.00776,A#,0.101,-6.099,1,0.0502,96.972,4,0.348,Energizing,2,0,Excellent
2018,SremmLife,Rae Sremmurd,Gaming,Come Get Her,0.184,0.687,212947,0.563,0,B,0.0681,-6.214,1,0.163,185.056,4,0.112,Cool,-1,-1,Excellent
2018,The Dutchess,Fergie,Gaming,London Bridge,0.214,0.748,241307,0.63,0,A#,0.204,-5.832,1,0.381,90.889,4,0.61,Cool,-1,-1,Excellent
2018,Animal,Kesha,Gaming,TiK ToK,0.0746,0.755,199693,0.832,1.27E-06,B,0.291,-2.741,0,0.116,120.032,4,0.735,Energizing,2,0,Excellent
2018,The Pinkprint (Deluxe),Nicki Minaj,Gaming,Feeling Myself,0.453,0.682,237840,0.707,0.00733,B,0.419,-5.611,1,0.207,139.163,4,0.439,Cool,-1,-1,Excellent
2018,Cole World: The Sideline Story,J. Cole,Gaming,Work Out,0.0531,0.831,234773,0.427,0,B,0.316,-6.903,1,0.106,93.004,4,0.216,Energizing,2,0,Excellent
2018,Shapes,Guru Griff,Jazz,Waves,0.0274,0.692,120000,0.584,0.554,D#,0.156,-15.771,0,0.0406,86.985,4,0.934,Energizing,2,0,Excellent
2018,Summer Lounger,Konteks,Jazz,Summer Lounger,0.565,0.552,122000,0.316,0.856,A#,0.123,-9.625,0,0.0588,174.414,4,0.539,Empowering,0,1,Excellent
2018,Water Wisdom,.Sinh,Jazz,Water Wisdom,0.551,0.717,140976,0.156,0.0515,F,0.142,-22.672,1,0.0886,92.102,3,0.405,Sentimental,-2,0,Excellent
2018,Share a Bottle,Fortnight,Jazz,The Keys,0.337,0.733,111429,0.231,0.677,F,0.0681,-13.106,1,0.05,166.056,4,0.681,Energizing,2,0,Excellent
2018,No Confusion,STRAANGE,Jazz,..Prowess..,0.889,0.49,53466,0.56,0.869,A,0.105,-10.801,1,0.149,170.972,1,0.0572,Lively,1,2,Excellent
2018,Roach Ritual,Joe Corfield,Jazz,Cheat Sheet,0.926,0.75,88500,0.205,0.923,A#,0.0893,-10.868,1,0.0558,87.977,4,0.825,Romantic,-1,1,Excellent
2018,Space High,High John,Jazz,Spacewalk,0.413,0.442,149333,0.232,0.895,G,0.0937,-14.193,0,0.0377,179.485,4,0.794,Romantic,-1,1,Excellent
2018,Beat Batch 2016,mt. fujitive,Jazz,Home,0.614,0.663,70244,0.096,0.948,A#,0.11,-11.933,1,0.0961,81.981,4,0.817,Cool,-1,-1,Excellent
2018,fall apart,potsu,Jazz,fall apart,0.826,0.566,172404,0.43,0.562,G,0.145,-11.333,0,0.0361,171.961,4,0.233,Aggressive,2,-2,Excellent
2018,No More,Dontcry,Jazz,No More,0.954,0.628,96400,0.268,0.651,D,0.112,-11.807,0,0.31,93.375,3,0.467,Empowering,0,1,Excellent
2018,Cruise Control,Kavv,Jazz,My Sunshine,0.933,0.695,106667,0.185,0.908,D,0.111,-10.311,0,0.071,144.36,4,0.932,Cool,-1,-1,Excellent
2018,Music for Happiness,Joey Pecoraro,Jazz,Don't Be a Fool,0.613,0.664,172314,0.332,0.704,F#,0.0995,-14.093,1,0.0388,169.947,4,0.26,Cool,-1,-1,Excellent
2018,The Fog,Freddie Joachim,Jazz,The Fog,0.0309,0.559,170667,0.564,0.947,C#,0.141,-9.688,0,0.103,91.102,4,0.358,Empowering,0,1,Excellent
2018,Love Libations,Bry.Zen,Jazz,Afternoon,0.0643,0.419,154022,0.658,0.0358,A#,0.0656,-5.325,1,0.224,175.61,4,0.767,Empowering,0,1,Excellent
2018,Sanctuary,Mirrorish,Jazz,Stick It,0.115,0.903,87715,0.268,0.899,G#,0.0998,-9.051,0,0.457,137.167,4,0.281,Aggressive,2,-2,Excellent
2018,Nurse Joy,Grumpysnorlax,Jazz,Exquisite Livin',0.903,0.636,79062,0.565,0.873,G#,0.16,-9.618,0,0.497,147.808,4,0.745,Lively,1,2,Excellent
2018,Lethal Chops,Sadiva,Jazz,Dragons,0.00317,0.585,114625,0.668,0.921,F#,0.0802,-4.599,1,0.0428,82.052,4,0.647,Cool,-1,-1,Excellent
2018,Lost Pieces / Drink One More / Infinito,Brous One,Jazz,Infinito,0.13,0.72,114701,0.467,0.959,F#,0.113,-10.303,1,0.0821,85.996,4,0.357,Cool,-1,-1,Poor
2018,roses [beat tape],Flavors,Jazz,by my side,0.486,0.638,135500,0.0489,0.892,F#,0.0881,-12.737,0,0.173,81.804,4,0.419,Sentimental,-2,0,Poor
2018,Evergreen Tape,Otesla,Jazz,Strollin',0.757,0.649,90396,0.246,0.919,G,0.113,-9.689,0,0.261,188.666,4,0.548,Sentimental,-2,0,Poor
2018,Cafe Nervosa,Too Ugly,Jazz,Cafe Nervosa,0.703,0.824,160022,0.265,0.709,F#,0.103,-14.298,1,0.0463,84.014,4,0.903,Melancholy,-2,-1,Poor
2018,All Natural,Kupla,Jazz,Seasons,0.538,0.708,125300,0.253,0.475,E,0.0622,-10.268,1,0.0631,78.015,4,0.293,Empowering,0,1,Poor
